GEOG,2000_POP,2010_POP,POP_CHANGE,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,POP_25OV,HS,BACH,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,MedIncFam_Hcost,MedIncFam_Tcost,MedIncFam_HTcost,Ret_Hcost,Ret_Tcost,Ret_HTcost,SPFam_Hcost,SPFam_Tcost,SPFam_HTcost,ModIncFam_Hcost,ModIncFam_Tcost,ModIncFam_HTcost,IDES_EMP,EMP_CHANGE,PCT_CHANGE,AVG_VMT,RET_SALES,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc
Uptown,63551,56362,-7189,55137,6638,18609,13179,10143,4378,2190,37.33868215,30371,6402,11445,4831,2088,52447,49383,35418,31941,3472,13965,2206,29204,10452,1446,14216,2406,684,44870,40086,24740,9911,5462,4097,3244,3379,3138,45710.64553,29231,8797,20434,3117,32348,1354,578,600,2293,27492,4.028653295,2105,5469,7939,16835,-9999,18006,9023,4440,608,271,1772,3713,2458,807,257241.9106,25628,Health Care,Professional,Accommodation and Food Service,Education,Finance,3570,3353,2746,2637,2175,12320,Health Care,Education,Retail Trade,Accommodation and Food Service,Real Estate,5441,1436,1076,870,734,Outside of Chicago,The Loop,Near North Side,Near West Side,Uptown,7693,5847,3266,1679,1130,Outside of Chicago,Uptown,Edgewater,West Ridge,Rogers Park,3914,1130,658,475,443,,,,,,,,,,,,,,,,7492,,,,,,,,,,6.446096397,1487.38987,84.76170438,0.056986878,352.4106732,0.23693228,23.78243204,0.015989373,69.5041281,0.046728924,243.701064,0.163844779,8.770309214,0.005896443,340.8285063,0.229145373,n/a,n/a,355.418417,0.238954442,8.2126363,0.005521509
Washington Heights,29843,26493,-3350,27116,6112,4857,4820,5940,3860,1527,42.83684211,351,287,25968,0,510,26894,22766,13177,10583,2594,9589,228,10098,6228,969,2667,107,127,18965,16929,3973,2597,2711,1595,1288,1045,265,44071.26168,9501,6522,2979,959,10460,7842,161,543,678,1218,6.362371446,237,1174,6041,3008,-9999,884,2529,4910,1594,543,3675,2682,104,61,139833.0059,8647,Health Care,Education,Retail Trade,Administration,Public Administration,1683,1077,814,808,739,2171,Health Care,Information,Retail Trade,Education,Accommodation and Food Service,483,424,392,350,155,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,2893,2029,645,642,177,Outside of Chicago,Roseland,Washington Heights,Auburn Gresham,West Pullman,1097,78,78,74,51,,,,,,,,,,,,,,,,14440,,,,,,,,,,1.809836365,1828.185338,795.7342448,0.435259067,68.95230649,0.037716256,9.911146168,0.005421303,55.55666134,0.030388966,84.4796659,0.046209574,36.64109477,0.020042331,676.112124,0.369826904,n/a,n/a,49.07552286,0.026843844,51.72257135,0.028291755
Washington Park,14146,11717,-2429,12081,4876,2810,1905,1631,612,247,26.62634474,48,158,11595,9,271,12022,8107,4967,3389,1578,3140,69,3189,1234,316,1305,284,50,6312,5093,1067,2340,969,582,254,143,48,22084.74576,4336,683,3653,1372,5708,266,190,438,1299,3510,5.281850962,594,1088,1602,2424,-9999,1104,2008,2030,481,85,305,280,78,20,163619.403,3327,Health Care,Retail Trade,Accommodation and Food Service,Education,Administration,705,379,337,335,334,465,Education,Accommodation and Food Service,Construction,Arts and Entertainment,Manufacturing,93,73,54,50,46,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,1021,621,262,259,94,Outside of Chicago,Greater Grand Crossing,South Shore,Roseland,New City,160,19,18,16,12,,,,,,,,,,,,,,,,8614,,,,,,,,,,28.88913335,972.7704732,15.28707889,0.015714991,128.8734445,0.132480835,5.143456486,0.005287431,20.87179876,0.021456036,46.65165727,0.047957518,9.098482816,0.009353165,229.7643305,0.236195831,n/a,n/a,349.00962,0.358779002,168.0706041,0.172775191
West Elsdon,15921,18109,2188,19219,6366,4451,3904,2678,1341,480,31.18344849,3241,15402,264,306,7,19205,14303,9285,7914,1371,5018,79,7461,5034,854,1279,281,13,11081,7821,987,1182,1640,993,566,616,92,44791.12272,5088,3516,1571,303,5390,3790,169,481,490,443,5.832374928,62,996,3544,789,-9999,305,1742,2271,705,367,1489,1858,133,37,160429.5666,6275,Manufacturing,Administration,Retail Trade,Accommodation and Food Service,Health Care,966,658,644,637,605,1784,Retail Trade,Accommodation and Food Service,Finance,Health Care,Wholesale Trade,568,368,173,156,125,Outside of Chicago,The Loop,Near North Side,Near West Side,Lower West Side,2646,994,321,281,153,Outside of Chicago,West Elsdon,West Lawn,Gage Park,Brighton Park,884,114,74,49,46,,,,,,,,,,,,,,,,16389,,,,,,,,,,0.83556441,750.9433329,339.2238214,0.451730252,41.77463154,0.055629539,5.019822209,0.006684688,47.14012126,0.062774539,15.27799084,0.020345065,35.24218766,0.046930555,239.6906072,0.319186011,n/a,n/a,16.0587124,0.021384719,11.51543838,0.01533463
West Englewood,45282,35505,-9777,32156,9584,6597,5930,5373,3516,1156,34.65162402,235,1563,29955,11,392,31914,24715,13296,8674,4622,11419,350,8070,4284,579,2780,385,42,20118,15334,1566,4562,2762,1294,640,354,132,27399.3808,9744,4636,5108,3346,13090,6562,232,3888,1533,849,6.077430456,411,1110,4168,7401,-9999,1138,3782,5055,1981,1134,3727,821,33,51,87955.8011,9495,Health Care,Retail Trade,Administration,Accommodation and Food Service,Education,1968,1085,1042,906,838,1559,Health Care,Retail Trade,Accommodation and Food Service,Other Service,Wholesale Trade,602,403,106,75,69,Outside of Chicago,The Loop,Near West Side,Near North Side,Hyde Park,3607,1409,716,622,173,Outside of Chicago,West Englewood,Chicago Lawn,Roseland,New City,733,75,44,34,32,,,,,,,,,,,,,,,,10669,,,,,,,,,,2.549699159,2019.001194,500.6171284,0.247952864,199.3665666,0.098745145,18.53630348,0.009180927,51.51527618,0.025515228,95.56410458,0.047332367,42.35598672,0.020978683,754.577246,0.37373789,n/a,n/a,81.98812617,0.04060826,274.4804562,0.135948635
West Garfield Park,23019,18001,-5018,17742,6237,3803,3291,2592,1402,417,29.37765554,315,354,16962,61,50,17589,12648,5699,4682,1017,6949,195,4337,2200,207,1492,150,288,10048,7275,400,2772,1260,691,455,137,44,23947.36842,5359,1380,3979,2271,7630,824,78,2909,1842,1977,5.854278875,212,375,891,6152,-9999,1497,2095,2979,818,240,720,564,89,7,142500,5133,Health Care,Administration,Retail Trade,Accommodation and Food Service,Education,1033,628,617,470,395,4032,Public Administration,Retail Trade,Manufacturing,Health Care,Finance,2046,400,359,236,225,Outside of Chicago,The Loop,Near West Side,Near North Side,Austin,2103,686,355,275,185,Outside of Chicago,Austin,Garfield Ridge,Norwood Park,Portage Park,985,141,112,109,106,,,,,,,,,,,,,,,,7738,,,,,,,,,,0.277503776,828.5777955,50.69603031,0.061184394,190.4468651,0.229847899,9.528118166,0.011499365,36.68027472,0.044268957,44.59465886,0.053820726,38.97328098,0.047036357,333.6664568,0.402697802,n/a,n/a,4.923471988,0.005942076,119.0686386,0.143702425
West Lawn,29235,33355,4120,32749,10654,7741,6901,4670,1869,914,31.51985319,4989,26395,1067,178,120,32735,24403,16396,14185,2211,8007,239,13478,9108,2096,1879,366,29,19759,13321,2187,1630,2874,1836,1389,1063,282,50384.16764,9074,6554,2520,700,9774,6603,120,1243,805,955,6.319831869,391,1225,6375,1783,-9999,898,2167,3953,1955,801,3091,3308,130,23,153501.1355,11090,Manufacturing,Retail Trade,Health Care,Administration,Accommodation and Food Service,1640,1126,1119,1099,1079,5799,Manufacturing,Retail Trade,Education,Accommodation and Food Service,Health Care,2107,1125,675,535,366,Outside of Chicago,The Loop,Near West Side,Near North Side,West Lawn,4675,1743,589,589,280,Outside of Chicago,West Lawn,Chicago Lawn,Ashburn,South Lawndale,2985,280,191,160,101,,,,,,,,,,,,,,,,14661,,,,,,,,,,1.088663646,1889.699297,615.3895732,0.325654761,84.49047987,0.044711071,10.79440733,0.005712235,169.1717153,0.089523087,105.7792021,0.055976738,192.9024774,0.102081044,636.6899771,0.336926609,n/a,n/a,35.65264575,0.018866835,38.82881898,0.020547618
West Pullman,36649,29651,-6998,27982,8308,5399,4966,5185,3288,835,35.91611516,280,1351,26132,67,152,27906,21376,12304,9095,3209,9072,383,8443,5536,692,1900,233,82,17537,14452,2533,3555,2185,1518,919,596,285,33898.4375,9058,5513,3546,2211,11270,7633,329,1941,580,580,6.32294226,247,1228,5861,3935,-9999,709,2664,5478,1727,693,4270,1146,26,56,109774.3521,8479,Health Care,Education,Retail Trade,Administration,Accommodation and Food Service,1644,956,879,818,741,954,Retail Trade,Manufacturing,Health Care,Transportation,Construction,306,221,118,76,53,Outside of Chicago,The Loop,Near West Side,Near North Side,Roseland,3333,1720,543,480,134,Outside of Chicago,West Pullman,Roseland,Auburn Gresham,West Englewood,572,59,33,20,19,,,,,,,,,,,,,,,,15836,,,,,,,,,,3.123312733,2281.111063,855.9094983,0.375216057,116.8728884,0.051235071,12.4076734,0.005439311,45.0310791,0.019740853,87.80986747,0.038494341,60.41010325,0.026482754,798.3382422,0.349977805,0.212535812,9.32E-05,87.39653689,0.038313144,216.7226378,0.095007491
West Ridge,73199,71942,-1257,72211,19462,15563,14244,13754,6727,2461,36.00827461,31978,12672,8110,16868,2583,70585,55819,36075,32885,3190,19744,986,31242,18351,3709,5906,2797,479,48333,40015,19004,6630,6447,3869,2671,3064,1725,46091.23435,24406,11376,13030,3470,27876,5096,1390,2605,6940,11750,5.424747758,1017,2997,11914,11948,-9999,7199,10066,8576,1489,546,3640,3569,3613,528,233175.5594,25864,Health Care,Retail Trade,Education,Accommodation and Food Service,Professional,4767,2742,2610,2511,2021,10342,Health Care,Retail Trade,Professional,Accommodation and Food Service,Other Service,5137,1203,987,708,514,Outside of Chicago,The Loop,Near North Side,West Ridge,Near West Side,11547,3608,1704,1393,952,Outside of Chicago,West Ridge,Rogers Park,Edgewater,Albany Park,5003,1393,371,357,217,,,,,,,,,,,,,,,,14339,,,,,,,,,,2.610840132,2259.621095,553.235061,0.244835323,511.7139504,0.22646007,27.33477098,0.01209706,140.0238537,0.061967847,169.040756,0.074809337,2.584204356,0.001143645,655.6195444,0.290145789,n/a,n/a,188.5313768,0.083434952,11.53757719,0.005105979
West Town,87435,82236,-5199,86429,15453,37151,19877,8986,3637,1325,31.87092962,50531,23321,6480,3517,2580,85747,73447,59403,55658,3745,14043,3530,51042,22178,3546,18345,6141,832,65048,57746,40603,6743,6168,5856,4588,6228,8138,75509.48126,37721,14262,23459,3098,40819,4242,1678,5580,13981,15306,4.912209665,8098,6799,4848,21074,-9999,9037,18792,9862,2502,626,661,2856,6289,4256,385644.6503,43802,Professional,Health Care,Accommodation and Food Service,Education,Finance,6353,4810,4096,3931,3847,36931,Administration,Health Care,Accommodation and Food Service,Retail Trade,Information,7292,5300,4459,3407,3070,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,13598,10021,5002,3649,3245,Outside of Chicago,West Town,Logan Square,Lake View,Humboldt Park,15051,3245,1601,1263,798,,,,,,,,,,,,,,,,10809,,,,,,,,,,2.801020184,2928.441339,224.1263185,0.076534338,685.5029709,0.234084583,137.8916065,0.04708703,162.0883119,0.055349687,132.6755707,0.045305866,190.7332229,0.065131311,1085.9356,0.37082375,n/a,n/a,242.0893735,0.082668336,67.39836433,0.023015098
Woodlawn,27086,23740,-3346,24150,8195,5151,4574,3708,1968,554,30.86377187,1865,585,20456,747,497,22739,18172,9533,7359,2173,8640,288,6749,3109,385,2202,933,120,13692,11392,3193,4706,1998,924,765,453,271,23985.55708,9117,1932,7185,2984,12101,982,421,2096,3088,5488,5.303376535,903,2711,3722,4765,-9999,3028,3853,3813,1080,327,931,754,174,73,153888.8889,7326,Health Care,Education,Administration,Accommodation and Food Service,Retail Trade,1541,1022,721,660,658,1927,Education,Accommodation and Food Service,Health Care,Real Estate,Retail Trade,454,294,255,243,168,Outside of Chicago,The Loop,Near North Side,Hyde Park,Near West Side,2308,1373,591,580,541,Outside of Chicago,Woodlawn,Hyde Park,South Shore,Greater Grand Crossing,535,135,77,66,65,,,,,,,,,,,,,,,,8756,,,,,,,,,,14.79836375,1325.313158,63.91846306,0.048228951,253.7447962,0.191460256,6.418449479,0.004842968,35.4613048,0.026756925,141.2768746,0.106598862,3.764897085,0.00284076,341.125558,0.257392418,n/a,n/a,357.3804847,0.269657388,122.2223297,0.092221472
